LAT,LON,YEAR,MO,DY,T2M,ALLSKY_SFC_SW_DWN
33.40641,-111.94259,1985,1,1,6.38,3.59
33.40641,-111.94259,1985,1,2,4.58,3.57
33.40641,-111.94259,1985,1,3,5.01,3.7
33.40641,-111.94259,1985,1,4,6.73,3.65
33.40641,-111.94259,1985,1,5,9.71,3.7
33.40641,-111.94259,1985,1,6,10.36,2.75
33.40641,-111.94259,1985,1,7,9.46,1.47
33.40641,-111.94259,1985,1,8,8.24,0.88
33.40641,-111.94259,1985,1,9,7.84,2.49
33.40641,-111.94259,1985,1,10,9.07,3.83
33.40641,-111.94259,1985,1,11,9.73,3.9
33.40641,-111.94259,1985,1,12,7.87,2.24
33.40641,-111.94259,1985,1,13,5.65,2.45
33.40641,-111.94259,1985,1,14,7.77,3.35
33.40641,-111.94259,1985,1,15,8.25,3.81
33.40641,-111.94259,1985,1,16,7.68,4.05
33.40641,-111.94259,1985,1,17,8.25,3.99
33.40641,-111.94259,1985,1,18,9.45,4.23
33.40641,-111.94259,1985,1,19,11.21,4.17
33.40641,-111.94259,1985,1,20,11.77,4.14
33.40641,-111.94259,1985,1,21,10.89,3.66
33.40641,-111.94259,1985,1,22,11.03,2.68
33.40641,-111.94259,1985,1,23,10.25,1.44
33.40641,-111.94259,1985,1,24,11.32,3.32
33.40641,-111.94259,1985,1,25,12.58,3.1
33.40641,-111.94259,1985,1,26,11.54,1.67
33.40641,-111.94259,1985,1,27,9.33,1.44
33.40641,-111.94259,1985,1,28,8.56,3.59
33.40641,-111.94259,1985,1,29,8.61,3.59
33.40641,-111.94259,1985,1,30,6.21,2.17
33.40641,-111.94259,1985,1,31,1.41,3.87
33.40641,-111.94259,1985,2,1,-0.42,4.3
33.40641,-111.94259,1985,2,2,2.28,2.13
33.40641,-111.94259,1985,2,3,4.22,1.42
33.40641,-111.94259,1985,2,4,4.17,3.02
33.40641,-111.94259,1985,2,5,3.44,4.31
33.40641,-111.94259,1985,2,6,5.31,3.81
33.40641,-111.94259,1985,2,7,7.3,4.18
33.40641,-111.94259,1985,2,8,10.42,4.13
33.40641,-111.94259,1985,2,9,10.27,2.27
33.40641,-111.94259,1985,2,10,10.49,4.57
33.40641,-111.94259,1985,2,11,8.85,4.58
33.40641,-111.94259,1985,2,12,12.04,4.53
33.40641,-111.94259,1985,2,13,13.47,5.13
33.40641,-111.94259,1985,2,14,12.72,5.2
33.40641,-111.94259,1985,2,15,13.64,5.26
33.40641,-111.94259,1985,2,16,15.9,5.32
33.40641,-111.94259,1985,2,17,16.14,4.45
33.40641,-111.94259,1985,2,18,16.47,3.41
33.40641,-111.94259,1985,2,19,15.46,3.64
33.40641,-111.94259,1985,2,20,14.25,4.31
33.40641,-111.94259,1985,2,21,9.22,2.01
33.40641,-111.94259,1985,2,22,7.18,1.11
33.40641,-111.94259,1985,2,23,9.37,5.25
33.40641,-111.94259,1985,2,24,9.91,5.66
33.40641,-111.94259,1985,2,25,12.28,5.83
33.40641,-111.94259,1985,2,26,14.93,5.85
33.40641,-111.94259,1985,2,27,15.49,4.98
33.40641,-111.94259,1985,2,28,16.83,5.16
33.40641,-111.94259,1985,3,1,15.66,5.44
33.40641,-111.94259,1985,3,2,12.99,4.45
33.40641,-111.94259,1985,3,3,6.92,2.27
33.40641,-111.94259,1985,3,4,7.96,6.03
33.40641,-111.94259,1985,3,5,12.47,5.6
33.40641,-111.94259,1985,3,6,12.82,4.45
33.40641,-111.94259,1985,3,7,13.05,4.34
33.40641,-111.94259,1985,3,8,15.39,2.31
33.40641,-111.94259,1985,3,9,19.5,4.19
33.40641,-111.94259,1985,3,10,18.21,2.78
33.40641,-111.94259,1985,3,11,16.1,1.2
33.40641,-111.94259,1985,3,12,14.35,5.5
33.40641,-111.94259,1985,3,13,14.39,6.71
33.40641,-111.94259,1985,3,14,15.27,4.44
33.40641,-111.94259,1985,3,15,11.34,3.51
33.40641,-111.94259,1985,3,16,13.15,4.81
33.40641,-111.94259,1985,3,17,15.42,5.3
33.40641,-111.94259,1985,3,18,16.33,5.57
33.40641,-111.94259,1985,3,19,9.77,3.94
33.40641,-111.94259,1985,3,20,14.43,6.4
33.40641,-111.94259,1985,3,21,16.15,6.6
33.40641,-111.94259,1985,3,22,16.1,7
33.40641,-111.94259,1985,3,23,16.27,7.43
33.40641,-111.94259,1985,3,24,18.63,7.13
33.40641,-111.94259,1985,3,25,18.45,6.89
33.40641,-111.94259,1985,3,26,15.03,6.55
33.40641,-111.94259,1985,3,27,14.77,5.63
33.40641,-111.94259,1985,3,28,14.25,3.81
33.40641,-111.94259,1985,3,29,9.07,4.23
33.40641,-111.94259,1985,3,30,10.27,7.07
33.40641,-111.94259,1985,3,31,13.54,7.43
33.40641,-111.94259,1985,4,1,17.32,7.36
33.40641,-111.94259,1985,4,2,20.5,7.59
33.40641,-111.94259,1985,4,3,21.85,7.22
33.40641,-111.94259,1985,4,4,20.88,7.25
33.40641,-111.94259,1985,4,5,20.09,6.95
33.40641,-111.94259,1985,4,6,21.94,7.41
33.40641,-111.94259,1985,4,7,23.6,6.4
33.40641,-111.94259,1985,4,8,24.64,6.84
33.40641,-111.94259,1985,4,9,24.45,6.8
33.40641,-111.94259,1985,4,10,24.44,7.21
33.40641,-111.94259,1985,4,11,24.87,7.79
33.40641,-111.94259,1985,4,12,24.9,7.83
33.40641,-111.94259,1985,4,13,25.22,8.01
33.40641,-111.94259,1985,4,14,25.73,7.34
33.40641,-111.94259,1985,4,15,25.7,7.64
33.40641,-111.94259,1985,4,16,26.22,6.68
33.40641,-111.94259,1985,4,17,23.02,6.47
33.40641,-111.94259,1985,4,18,16.79,6.11
33.40641,-111.94259,1985,4,19,18.52,6.58
33.40641,-111.94259,1985,4,20,19.22,6.63
33.40641,-111.94259,1985,4,21,16.97,2.26
33.40641,-111.94259,1985,4,22,17.2,7.23
33.40641,-111.94259,1985,4,23,20.55,7.93
33.40641,-111.94259,1985,4,24,22.91,6.82
33.40641,-111.94259,1985,4,25,20.57,7.7
33.40641,-111.94259,1985,4,26,14.59,4.43
33.40641,-111.94259,1985,4,27,12.59,3.02
33.40641,-111.94259,1985,4,28,16.11,3.95
33.40641,-111.94259,1985,4,29,20.32,7.9
33.40641,-111.94259,1985,4,30,24.29,7.22
33.40641,-111.94259,1985,5,1,26.83,7.16
33.40641,-111.94259,1985,5,2,27.22,7.51
33.40641,-111.94259,1985,5,3,27.34,6.5
33.40641,-111.94259,1985,5,4,25.06,8.02
33.40641,-111.94259,1985,5,5,23.21,6.53
33.40641,-111.94259,1985,5,6,24.16,7.52
33.40641,-111.94259,1985,5,7,23.84,6.56
33.40641,-111.94259,1985,5,8,27.65,7.25
33.40641,-111.94259,1985,5,9,26.82,5.11
33.40641,-111.94259,1985,5,10,20.45,7.99
33.40641,-111.94259,1985,5,11,19.43,8.34
33.40641,-111.94259,1985,5,12,20.38,7.57
33.40641,-111.94259,1985,5,13,21.9,8.5
33.40641,-111.94259,1985,5,14,23.74,8.83
33.40641,-111.94259,1985,5,15,26.64,7.26
33.40641,-111.94259,1985,5,16,26.27,6.63
33.40641,-111.94259,1985,5,17,27.82,6.82
33.40641,-111.94259,1985,5,18,28.28,6.38
33.40641,-111.94259,1985,5,19,25.45,7.86
33.40641,-111.94259,1985,5,20,25.02,8.59
33.40641,-111.94259,1985,5,21,25.26,8.49
33.40641,-111.94259,1985,5,22,26.66,8.18
33.40641,-111.94259,1985,5,23,29.03,6.12
33.40641,-111.94259,1985,5,24,29.88,8
33.40641,-111.94259,1985,5,25,28.93,7.76
33.40641,-111.94259,1985,5,26,28.62,8.46
33.40641,-111.94259,1985,5,27,27.98,7.83
33.40641,-111.94259,1985,5,28,29.36,8.93
33.40641,-111.94259,1985,5,29,27.34,7.52
33.40641,-111.94259,1985,5,30,27.63,2.49
33.40641,-111.94259,1985,5,31,26.61,7.7
33.40641,-111.94259,1985,6,1,25,7.96
33.40641,-111.94259,1985,6,2,26.29,7.88
33.40641,-111.94259,1985,6,3,22.48,7.95
33.40641,-111.94259,1985,6,4,24.99,7.95
33.40641,-111.94259,1985,6,5,27.88,8.21
33.40641,-111.94259,1985,6,6,32.36,8.48
33.40641,-111.94259,1985,6,7,35.31,8.57
33.40641,-111.94259,1985,6,8,35.25,7.93
33.40641,-111.94259,1985,6,9,35.1,7.84
33.40641,-111.94259,1985,6,10,33.6,8.46
33.40641,-111.94259,1985,6,11,32.58,8.29
33.40641,-111.94259,1985,6,12,33.91,8.31
33.40641,-111.94259,1985,6,13,33.39,8.04
33.40641,-111.94259,1985,6,14,33.04,8.06
33.40641,-111.94259,1985,6,15,34.46,7.57
33.40641,-111.94259,1985,6,16,34.83,6.86
33.40641,-111.94259,1985,6,17,34.6,8.58
33.40641,-111.94259,1985,6,18,34.44,8.53
33.40641,-111.94259,1985,6,19,34.02,7.57
33.40641,-111.94259,1985,6,20,32.85,8.34
33.40641,-111.94259,1985,6,21,32.2,7.02
33.40641,-111.94259,1985,6,22,32.79,7.27
33.40641,-111.94259,1985,6,23,33.88,6.16
33.40641,-111.94259,1985,6,24,32.65,3.66
33.40641,-111.94259,1985,6,25,29.19,6.28
33.40641,-111.94259,1985,6,26,30.39,8.79
33.40641,-111.94259,1985,6,27,31.77,9
33.40641,-111.94259,1985,6,28,33.76,7.95
33.40641,-111.94259,1985,6,29,33.03,7.52
33.40641,-111.94259,1985,6,30,34.41,7.54
33.40641,-111.94259,1985,7,1,35.01,8.12
33.40641,-111.94259,1985,7,2,35.27,8.23
33.40641,-111.94259,1985,7,3,36.04,6.92
33.40641,-111.94259,1985,7,4,35.15,8.2
33.40641,-111.94259,1985,7,5,34.18,8.14
33.40641,-111.94259,1985,7,6,35.04,7.53
33.40641,-111.94259,1985,7,7,36.77,6.67
33.40641,-111.94259,1985,7,8,37.47,5.99
33.40641,-111.94259,1985,7,9,35.14,7.05
33.40641,-111.94259,1985,7,10,35.11,3.65
33.40641,-111.94259,1985,7,11,35.4,6.79
33.40641,-111.94259,1985,7,12,37.4,6.9
33.40641,-111.94259,1985,7,13,36.52,6.77
33.40641,-111.94259,1985,7,14,33.62,6.41
33.40641,-111.94259,1985,7,15,32.54,7.44
33.40641,-111.94259,1985,7,16,31.39,6.76
33.40641,-111.94259,1985,7,17,31.06,6.38
33.40641,-111.94259,1985,7,18,26.19,5.23
33.40641,-111.94259,1985,7,19,28.15,4.13
33.40641,-111.94259,1985,7,20,29.86,5.8
33.40641,-111.94259,1985,7,21,32,7.04
33.40641,-111.94259,1985,7,22,31.06,6.91
33.40641,-111.94259,1985,7,23,30.98,7.19
33.40641,-111.94259,1985,7,24,30.65,7.34
33.40641,-111.94259,1985,7,25,30.87,7.64
33.40641,-111.94259,1985,7,26,33.38,6.93
33.40641,-111.94259,1985,7,27,33.2,6.19
33.40641,-111.94259,1985,7,28,29.32,6.61
33.40641,-111.94259,1985,7,29,31.51,6.67
33.40641,-111.94259,1985,7,30,32.17,5.8
33.40641,-111.94259,1985,7,31,32.04,5.91
33.40641,-111.94259,1985,8,1,29.72,3.63
33.40641,-111.94259,1985,8,2,29.33,5.67
33.40641,-111.94259,1985,8,3,31.08,6.58
33.40641,-111.94259,1985,8,4,33.39,6.84
33.40641,-111.94259,1985,8,5,33.66,6.28
33.40641,-111.94259,1985,8,6,33.6,6.79
33.40641,-111.94259,1985,8,7,33.05,6.29
33.40641,-111.94259,1985,8,8,33.34,6.6
33.40641,-111.94259,1985,8,9,33,6.24
33.40641,-111.94259,1985,8,10,32.45,7
33.40641,-111.94259,1985,8,11,30.78,7
33.40641,-111.94259,1985,8,12,31.01,6.55
33.40641,-111.94259,1985,8,13,31.25,7.55
33.40641,-111.94259,1985,8,14,31.35,7.06
33.40641,-111.94259,1985,8,15,32.18,7.28
33.40641,-111.94259,1985,8,16,32.93,7.12
33.40641,-111.94259,1985,8,17,33.16,4
33.40641,-111.94259,1985,8,18,33.78,6.25
33.40641,-111.94259,1985,8,19,33.5,6.56
33.40641,-111.94259,1985,8,20,29.94,4.31
33.40641,-111.94259,1985,8,21,31.66,6.78
33.40641,-111.94259,1985,8,22,34,6.35
33.40641,-111.94259,1985,8,23,35.42,6.33
33.40641,-111.94259,1985,8,24,35.49,6.04
33.40641,-111.94259,1985,8,25,34.91,5.57
33.40641,-111.94259,1985,8,26,33.56,6.27
33.40641,-111.94259,1985,8,27,33.26,5.34
33.40641,-111.94259,1985,8,28,34.88,6.52
33.40641,-111.94259,1985,8,29,35.25,5.6
33.40641,-111.94259,1985,8,30,34.87,5.71
33.40641,-111.94259,1985,8,31,33,6.05
33.40641,-111.94259,1985,9,1,29.55,6.83
33.40641,-111.94259,1985,9,2,30.97,6.14
33.40641,-111.94259,1985,9,3,29.46,6.41
33.40641,-111.94259,1985,9,4,25.3,6.24
33.40641,-111.94259,1985,9,5,24.65,6.67
33.40641,-111.94259,1985,9,6,23.95,5.1
33.40641,-111.94259,1985,9,7,25.29,7
33.40641,-111.94259,1985,9,8,26.88,6.73
33.40641,-111.94259,1985,9,9,26.35,4.63
33.40641,-111.94259,1985,9,10,26.33,4.04
33.40641,-111.94259,1985,9,11,23.94,4.57
33.40641,-111.94259,1985,9,12,23.6,6.88
33.40641,-111.94259,1985,9,13,26.7,6.89
33.40641,-111.94259,1985,9,14,30.76,5.65
33.40641,-111.94259,1985,9,15,30.86,4.96
33.40641,-111.94259,1985,9,16,29.87,5.58
33.40641,-111.94259,1985,9,17,28.8,6.4
33.40641,-111.94259,1985,9,18,22.49,2.34
33.40641,-111.94259,1985,9,19,21.72,5.88
33.40641,-111.94259,1985,9,20,21.27,5.74
33.40641,-111.94259,1985,9,21,22.85,6.14
33.40641,-111.94259,1985,9,22,23.91,5.64
33.40641,-111.94259,1985,9,23,24.9,6.22
33.40641,-111.94259,1985,9,24,25.22,6.12
33.40641,-111.94259,1985,9,25,26.19,6.03
33.40641,-111.94259,1985,9,26,26.93,5.78
33.40641,-111.94259,1985,9,27,24.87,4.73
33.40641,-111.94259,1985,9,28,20.94,2.62
33.40641,-111.94259,1985,9,29,22.41,5.7
33.40641,-111.94259,1985,9,30,21.57,4.02
33.40641,-111.94259,1985,10,1,22.6,5.12
33.40641,-111.94259,1985,10,2,23.25,4.88
33.40641,-111.94259,1985,10,3,24.42,5.58
33.40641,-111.94259,1985,10,4,25.78,4.96
33.40641,-111.94259,1985,10,5,25.49,4.57
33.40641,-111.94259,1985,10,6,25.34,3.43
33.40641,-111.94259,1985,10,7,23.22,4.88
33.40641,-111.94259,1985,10,8,20.23,4.65
33.40641,-111.94259,1985,10,9,19.64,4.29
33.40641,-111.94259,1985,10,10,17.5,1.98
33.40641,-111.94259,1985,10,11,17.51,5.09
33.40641,-111.94259,1985,10,12,18.85,5.19
33.40641,-111.94259,1985,10,13,19.46,5.03
33.40641,-111.94259,1985,10,14,19.23,4.84
33.40641,-111.94259,1985,10,15,20.42,4.9
33.40641,-111.94259,1985,10,16,19.05,2.38
33.40641,-111.94259,1985,10,17,17.66,3.18
33.40641,-111.94259,1985,10,18,19.57,4.93
33.40641,-111.94259,1985,10,19,20.45,5.11
33.40641,-111.94259,1985,10,20,21.33,4.68
33.40641,-111.94259,1985,10,21,20.15,3.51
33.40641,-111.94259,1985,10,22,18.01,4.2
33.40641,-111.94259,1985,10,23,18.68,4.63
33.40641,-111.94259,1985,10,24,20.74,4.49
33.40641,-111.94259,1985,10,25,22.11,4.01
33.40641,-111.94259,1985,10,26,22.62,3.98
33.40641,-111.94259,1985,10,27,24.82,4.34
33.40641,-111.94259,1985,10,28,22.95,2.99
33.40641,-111.94259,1985,10,29,21.91,4.3
33.40641,-111.94259,1985,10,30,21.17,4.31
33.40641,-111.94259,1985,10,31,18.08,1.73
33.40641,-111.94259,1985,11,1,15.46,4.54
33.40641,-111.94259,1985,11,2,16.39,4.65
33.40641,-111.94259,1985,11,3,17.97,4.51
33.40641,-111.94259,1985,11,4,20.61,3.62
33.40641,-111.94259,1985,11,5,20.06,3.46
33.40641,-111.94259,1985,11,6,18.28,4.48
33.40641,-111.94259,1985,11,7,17.89,4.6
33.40641,-111.94259,1985,11,8,17.8,3.56
33.40641,-111.94259,1985,11,9,15.42,3.64
33.40641,-111.94259,1985,11,10,15.07,3.38
33.40641,-111.94259,1985,11,11,15.36,1.49
33.40641,-111.94259,1985,11,12,11.04,1.54
33.40641,-111.94259,1985,11,13,8.95,2.48
33.40641,-111.94259,1985,11,14,7.25,4.11
33.40641,-111.94259,1985,11,15,8.98,4.32
33.40641,-111.94259,1985,11,16,12.16,4.36
33.40641,-111.94259,1985,11,17,12.35,2.85
33.40641,-111.94259,1985,11,18,8.4,4.04
33.40641,-111.94259,1985,11,19,6.98,3.83
33.40641,-111.94259,1985,11,20,9.74,4.03
33.40641,-111.94259,1985,11,21,11.03,4.18
33.40641,-111.94259,1985,11,22,12.83,4.12
33.40641,-111.94259,1985,11,23,14.91,4.06
33.40641,-111.94259,1985,11,24,14.45,3.07
33.40641,-111.94259,1985,11,25,14.22,0.59
33.40641,-111.94259,1985,11,26,12.82,1.8
33.40641,-111.94259,1985,11,27,11.57,2.93
33.40641,-111.94259,1985,11,28,10.64,2.39
33.40641,-111.94259,1985,11,29,12.15,1.58
33.40641,-111.94259,1985,11,30,10.39,2.68
33.40641,-111.94259,1985,12,1,9.67,3.43
33.40641,-111.94259,1985,12,2,12.45,2.42
33.40641,-111.94259,1985,12,3,14.35,3.22
33.40641,-111.94259,1985,12,4,12.76,3.68
33.40641,-111.94259,1985,12,5,12.88,2.72
33.40641,-111.94259,1985,12,6,12.39,3.83
33.40641,-111.94259,1985,12,7,11.75,3.13
33.40641,-111.94259,1985,12,8,10.22,3.71
33.40641,-111.94259,1985,12,9,8.52,2.9
33.40641,-111.94259,1985,12,10,5.25,3.56
33.40641,-111.94259,1985,12,11,4.16,0.67
33.40641,-111.94259,1985,12,12,5.04,2.68
33.40641,-111.94259,1985,12,13,3.49,3.58
33.40641,-111.94259,1985,12,14,5.91,3.4
33.40641,-111.94259,1985,12,15,8.44,3.51
33.40641,-111.94259,1985,12,16,9.36,3.32
33.40641,-111.94259,1985,12,17,8.41,3.5
33.40641,-111.94259,1985,12,18,10.01,3.31
33.40641,-111.94259,1985,12,19,10.7,3.5
33.40641,-111.94259,1985,12,20,11.71,3.47
33.40641,-111.94259,1985,12,21,12.6,3.59
33.40641,-111.94259,1985,12,22,12.16,3.59
33.40641,-111.94259,1985,12,23,11.25,3.39
33.40641,-111.94259,1985,12,24,11.69,3.42
33.40641,-111.94259,1985,12,25,12.28,3.41
33.40641,-111.94259,1985,12,26,11.94,3.41
33.40641,-111.94259,1985,12,27,12.02,3.49
33.40641,-111.94259,1985,12,28,12.08,3.41
33.40641,-111.94259,1985,12,29,11.84,3.27
33.40641,-111.94259,1985,12,30,13.12,2.3
33.40641,-111.94259,1985,12,31,13.02,1.94
33.40641,-111.94259,1986,1,1,13.12,3.41
33.40641,-111.94259,1986,1,2,12.5,2.89
33.40641,-111.94259,1986,1,3,12.63,2.34
33.40641,-111.94259,1986,1,4,11.69,3.16
33.40641,-111.94259,1986,1,5,10.51,2.72
33.40641,-111.94259,1986,1,6,10.83,3.67
33.40641,-111.94259,1986,1,7,8.53,3.78
33.40641,-111.94259,1986,1,8,8.44,3.81
33.40641,-111.94259,1986,1,9,9.52,3.72
33.40641,-111.94259,1986,1,10,10.85,3.66
33.40641,-111.94259,1986,1,11,12.55,3.83
33.40641,-111.94259,1986,1,12,12.81,3.92
33.40641,-111.94259,1986,1,13,13.44,3.17
33.40641,-111.94259,1986,1,14,13.22,2.05
33.40641,-111.94259,1986,1,15,13.3,3.34
33.40641,-111.94259,1986,1,16,13,3.93
33.40641,-111.94259,1986,1,17,12.91,3.36
33.40641,-111.94259,1986,1,18,14.73,4.09
33.40641,-111.94259,1986,1,19,15.69,4.04
33.40641,-111.94259,1986,1,20,15.22,3.7
33.40641,-111.94259,1986,1,21,14.98,3.52
33.40641,-111.94259,1986,1,22,15.04,3.26
33.40641,-111.94259,1986,1,23,15.45,4.07
33.40641,-111.94259,1986,1,24,14.34,4.29
33.40641,-111.94259,1986,1,25,12.87,4.42
33.40641,-111.94259,1986,1,26,13.19,4.41
33.40641,-111.94259,1986,1,27,15.24,4.28
33.40641,-111.94259,1986,1,28,15.63,4.47
33.40641,-111.94259,1986,1,29,16.32,4.3
33.40641,-111.94259,1986,1,30,14.91,1.16
33.40641,-111.94259,1986,1,31,16.8,3.36
33.40641,-111.94259,1986,2,1,13.79,3.31
33.40641,-111.94259,1986,2,2,14.3,3.55
33.40641,-111.94259,1986,2,3,12.08,4.17
33.40641,-111.94259,1986,2,4,8.77,2.14
33.40641,-111.94259,1986,2,5,8.86,3.86
33.40641,-111.94259,1986,2,6,8.38,1.8
33.40641,-111.94259,1986,2,7,6.03,4.89
33.40641,-111.94259,1986,2,8,7.24,1.13
33.40641,-111.94259,1986,2,9,5.95,1.04
33.40641,-111.94259,1986,2,10,5.72,3.88
33.40641,-111.94259,1986,2,11,7.25,4.7
33.40641,-111.94259,1986,2,12,11.22,4.73
33.40641,-111.94259,1986,2,13,12.27,3.18
33.40641,-111.94259,1986,2,14,14.56,3.68
33.40641,-111.94259,1986,2,15,14.1,0.87
33.40641,-111.94259,1986,2,16,14.12,2.81
33.40641,-111.94259,1986,2,17,13.88,4.06
33.40641,-111.94259,1986,2,18,16.69,3.98
33.40641,-111.94259,1986,2,19,17.17,3.2
33.40641,-111.94259,1986,2,20,15.03,4.98
33.40641,-111.94259,1986,2,21,13.61,5.23
33.40641,-111.94259,1986,2,22,12.81,5.39
33.40641,-111.94259,1986,2,23,16.31,5.52
33.40641,-111.94259,1986,2,24,18.63,5.51
33.40641,-111.94259,1986,2,25,20.27,5.75
33.40641,-111.94259,1986,2,26,20.62,5.65
33.40641,-111.94259,1986,2,27,20.59,5.7
33.40641,-111.94259,1986,2,28,19.34,5.63
33.40641,-111.94259,1986,3,1,19.58,4.37
33.40641,-111.94259,1986,3,2,22.12,4.16
33.40641,-111.94259,1986,3,3,20.67,4.37
33.40641,-111.94259,1986,3,4,19.86,5.68
33.40641,-111.94259,1986,3,5,19.96,5.93
33.40641,-111.94259,1986,3,6,19.98,5.75
33.40641,-111.94259,1986,3,7,20.37,5.44
33.40641,-111.94259,1986,3,8,18.87,4.99
33.40641,-111.94259,1986,3,9,15.89,5.48
33.40641,-111.94259,1986,3,10,12.37,0.9
33.40641,-111.94259,1986,3,11,12.14,2.31
33.40641,-111.94259,1986,3,12,11.94,4.06
33.40641,-111.94259,1986,3,13,12.76,5.19
33.40641,-111.94259,1986,3,14,11.14,2.29
33.40641,-111.94259,1986,3,15,12.57,5.9
33.40641,-111.94259,1986,3,16,11.86,3.35
33.40641,-111.94259,1986,3,17,10.04,3.32
33.40641,-111.94259,1986,3,18,11.68,5.38
33.40641,-111.94259,1986,3,19,12.35,6.65
33.40641,-111.94259,1986,3,20,14.57,7.04
33.40641,-111.94259,1986,3,21,17.19,7.11
33.40641,-111.94259,1986,3,22,19.05,7.25
33.40641,-111.94259,1986,3,23,20.19,7.13
33.40641,-111.94259,1986,3,24,20.76,6.29
33.40641,-111.94259,1986,3,25,21.34,7.25
33.40641,-111.94259,1986,3,26,20.89,7.22
33.40641,-111.94259,1986,3,27,22.73,6.94
33.40641,-111.94259,1986,3,28,23.33,6.22
33.40641,-111.94259,1986,3,29,22.51,6.26
33.40641,-111.94259,1986,3,30,23.44,6.97
33.40641,-111.94259,1986,3,31,21.18,3.11
33.40641,-111.94259,1986,4,1,19.11,3.07
33.40641,-111.94259,1986,4,2,15.13,5.51
33.40641,-111.94259,1986,4,3,15.15,7.18
33.40641,-111.94259,1986,4,4,17.13,7.18
33.40641,-111.94259,1986,4,5,18.59,7.41
33.40641,-111.94259,1986,4,6,18.73,5.34
33.40641,-111.94259,1986,4,7,17.99,5.15
33.40641,-111.94259,1986,4,8,19.16,7.89
33.40641,-111.94259,1986,4,9,19.66,8.13
33.40641,-111.94259,1986,4,10,20.03,5.09
33.40641,-111.94259,1986,4,11,20.71,7.22
33.40641,-111.94259,1986,4,12,20.78,5.45
33.40641,-111.94259,1986,4,13,17.79,8.07
33.40641,-111.94259,1986,4,14,18.76,7.5
33.40641,-111.94259,1986,4,15,22.94,6.12
33.40641,-111.94259,1986,4,16,20.39,5.72
33.40641,-111.94259,1986,4,17,15.37,7.62
33.40641,-111.94259,1986,4,18,16.36,6.97
33.40641,-111.94259,1986,4,19,18.3,7.87
33.40641,-111.94259,1986,4,20,21.3,8.3
33.40641,-111.94259,1986,4,21,24.8,8.24
33.40641,-111.94259,1986,4,22,24.26,7.5
33.40641,-111.94259,1986,4,23,22.94,6.79
33.40641,-111.94259,1986,4,24,22.26,6.9
33.40641,-111.94259,1986,4,25,22,5.92
33.40641,-111.94259,1986,4,26,20.3,8.01
33.40641,-111.94259,1986,4,27,19.64,8.43
33.40641,-111.94259,1986,4,28,23.41,7.53
33.40641,-111.94259,1986,4,29,24.75,8.05
33.40641,-111.94259,1986,4,30,24.08,7.47
33.40641,-111.94259,1986,5,1,24.39,6.84
33.40641,-111.94259,1986,5,2,27.69,6.5
33.40641,-111.94259,1986,5,3,27.78,7.32
33.40641,-111.94259,1986,5,4,22.03,8.24
33.40641,-111.94259,1986,5,5,21.66,7.92
33.40641,-111.94259,1986,5,6,20.36,7.81
33.40641,-111.94259,1986,5,7,15.68,7.07
33.40641,-111.94259,1986,5,8,18.29,7.96
33.40641,-111.94259,1986,5,9,21.71,8.01
33.40641,-111.94259,1986,5,10,22.94,8.75
33.40641,-111.94259,1986,5,11,24.11,8.6
33.40641,-111.94259,1986,5,12,24.44,8.49
33.40641,-111.94259,1986,5,13,25.2,8.2
33.40641,-111.94259,1986,5,14,24.65,8.54
33.40641,-111.94259,1986,5,15,25.56,6.66
33.40641,-111.94259,1986,5,16,24.89,7.69
33.40641,-111.94259,1986,5,17,23.05,8.35
33.40641,-111.94259,1986,5,18,25.2,8.7
33.40641,-111.94259,1986,5,19,29.13,8.74
33.40641,-111.94259,1986,5,20,29.33,8.22
33.40641,-111.94259,1986,5,21,27.53,5.95
33.40641,-111.94259,1986,5,22,27.51,8.26
33.40641,-111.94259,1986,5,23,27.55,7.77
33.40641,-111.94259,1986,5,24,28.87,6.32
33.40641,-111.94259,1986,5,25,29.19,7.99
33.40641,-111.94259,1986,5,26,29.29,7.82
33.40641,-111.94259,1986,5,27,30.23,7.42
33.40641,-111.94259,1986,5,28,31.49,6.94
33.40641,-111.94259,1986,5,29,30.23,7.26
33.40641,-111.94259,1986,5,30,28.94,7.1
33.40641,-111.94259,1986,5,31,28.73,7.09
33.40641,-111.94259,1986,6,1,29.96,6.86
33.40641,-111.94259,1986,6,2,30.15,6.08
33.40641,-111.94259,1986,6,3,29.92,7.51
33.40641,-111.94259,1986,6,4,30.71,7.67
33.40641,-111.94259,1986,6,5,31.18,7.53
33.40641,-111.94259,1986,6,6,30.11,7.87
33.40641,-111.94259,1986,6,7,29.65,8.08
33.40641,-111.94259,1986,6,8,28.15,7.94
33.40641,-111.94259,1986,6,9,28.36,7.5
33.40641,-111.94259,1986,6,10,28.89,7.5
33.40641,-111.94259,1986,6,11,31.3,7.74
33.40641,-111.94259,1986,6,12,32.9,8.5
33.40641,-111.94259,1986,6,13,32.29,8.3
33.40641,-111.94259,1986,6,14,33.44,7.89
33.40641,-111.94259,1986,6,15,33.61,8.11
33.40641,-111.94259,1986,6,16,33.28,7.82
33.40641,-111.94259,1986,6,17,33.5,6.86
33.40641,-111.94259,1986,6,18,32.71,9.06
33.40641,-111.94259,1986,6,19,32.45,7.93
33.40641,-111.94259,1986,6,20,31.73,8.24
33.40641,-111.94259,1986,6,21,31.43,8.05
