LAT,LON,YEAR,MO,DY,T2M,ALLSKY_SFC_SW_DWN
33.40641,-111.94259,1992,1,13,5.07,3.6
33.40641,-111.94259,1992,1,14,4.68,3.94
33.40641,-111.94259,1992,1,15,3.9,3.89
33.40641,-111.94259,1992,1,16,4.66,3.7
33.40641,-111.94259,1992,1,17,6.35,3.73
33.40641,-111.94259,1992,1,18,7.2,3.25
33.40641,-111.94259,1992,1,19,7.56,3.44
33.40641,-111.94259,1992,1,20,6.93,1.94
33.40641,-111.94259,1992,1,21,7.78,2.94
33.40641,-111.94259,1992,1,22,8.51,4.2
33.40641,-111.94259,1992,1,23,7.27,4.28
33.40641,-111.94259,1992,1,24,9.66,4.35
33.40641,-111.94259,1992,1,25,11.02,4.31
33.40641,-111.94259,1992,1,26,11.83,4.17
33.40641,-111.94259,1992,1,27,11.6,3.94
33.40641,-111.94259,1992,1,28,11.22,4.46
33.40641,-111.94259,1992,1,29,11.32,4.37
33.40641,-111.94259,1992,1,30,11.05,4.52
33.40641,-111.94259,1992,1,31,11.97,4.58
33.40641,-111.94259,1992,2,1,13.55,3.6
33.40641,-111.94259,1992,2,2,11.44,2.83
33.40641,-111.94259,1992,2,3,12.91,3.44
33.40641,-111.94259,1992,2,4,13.53,4.1
33.40641,-111.94259,1992,2,5,12.86,3.52
33.40641,-111.94259,1992,2,6,11.98,3.15
33.40641,-111.94259,1992,2,7,12.21,1.74
33.40641,-111.94259,1992,2,8,12.61,2.1
33.40641,-111.94259,1992,2,9,12.35,4.4
33.40641,-111.94259,1992,2,10,11.86,1.78
33.40641,-111.94259,1992,2,11,12.88,2.74
33.40641,-111.94259,1992,2,12,11.87,2.96
33.40641,-111.94259,1992,2,13,11.82,2.05
33.40641,-111.94259,1992,2,14,10.55,4.48
33.40641,-111.94259,1992,2,15,10.34,3.17
33.40641,-111.94259,1992,2,16,9.29,3.26
33.40641,-111.94259,1992,2,17,10.34,4.18
33.40641,-111.94259,1992,2,18,10.76,5.08
33.40641,-111.94259,1992,2,19,11.49,5.39
33.40641,-111.94259,1992,2,20,12.7,3.82
33.40641,-111.94259,1992,2,21,14.9,5.36
33.40641,-111.94259,1992,2,22,15.34,5.02
33.40641,-111.94259,1992,2,23,13.54,5.69
33.40641,-111.94259,1992,2,24,12.11,5.67
33.40641,-111.94259,1992,2,25,12.78,5.39
33.40641,-111.94259,1992,2,26,12.67,5.69
33.40641,-111.94259,1992,2,27,13.34,5.81
33.40641,-111.94259,1992,2,28,15.16,5.93
33.40641,-111.94259,1992,2,29,16.01,5.08
33.40641,-111.94259,1992,3,1,15.33,2.74
33.40641,-111.94259,1992,3,2,13.48,1.37
33.40641,-111.94259,1992,3,3,10.27,3.43
33.40641,-111.94259,1992,3,4,11.08,1.7
33.40641,-111.94259,1992,3,5,12.8,4.85
33.40641,-111.94259,1992,3,6,14.01,6
33.40641,-111.94259,1992,3,7,12.4,4.58
33.40641,-111.94259,1992,3,8,10.19,2.05
33.40641,-111.94259,1992,3,9,9.22,2.44
33.40641,-111.94259,1992,3,10,11.04,5.91
33.40641,-111.94259,1992,3,11,13.6,6.21
33.40641,-111.94259,1992,3,12,14.8,6.54
33.40641,-111.94259,1992,3,13,15.72,6.75
33.40641,-111.94259,1992,3,14,17.35,6.62
33.40641,-111.94259,1992,3,15,16.98,6.04
33.40641,-111.94259,1992,3,16,15.99,6.26
33.40641,-111.94259,1992,3,17,13.36,4.98
33.40641,-111.94259,1992,3,18,13.54,5.86
33.40641,-111.94259,1992,3,19,15,6.38
33.40641,-111.94259,1992,3,20,14.83,6.62
33.40641,-111.94259,1992,3,21,13.49,2.76
33.40641,-111.94259,1992,3,22,14.15,5.32
33.40641,-111.94259,1992,3,23,13.45,5.73
33.40641,-111.94259,1992,3,24,14.89,6.96
33.40641,-111.94259,1992,3,25,16.99,6.51
33.40641,-111.94259,1992,3,26,16.91,3.99
33.40641,-111.94259,1992,3,27,14.05,1.58
33.40641,-111.94259,1992,3,28,14.56,4.07
33.40641,-111.94259,1992,3,29,16.05,5.33
33.40641,-111.94259,1992,3,30,17.35,5.7
33.40641,-111.94259,1992,3,31,14.72,4.39
33.40641,-111.94259,1992,4,1,14.67,2.4
33.40641,-111.94259,1992,4,2,13.06,5.55
33.40641,-111.94259,1992,4,3,15.93,7.1
33.40641,-111.94259,1992,4,4,17.96,5.76
33.40641,-111.94259,1992,4,5,17.61,7.46
33.40641,-111.94259,1992,4,6,17.64,7.55
33.40641,-111.94259,1992,4,7,19.16,6.96
33.40641,-111.94259,1992,4,8,20.18,7.74
33.40641,-111.94259,1992,4,9,20.32,7.6
33.40641,-111.94259,1992,4,10,21.16,7.76
33.40641,-111.94259,1992,4,11,22.3,7.85
33.40641,-111.94259,1992,4,12,22.74,7.43
33.40641,-111.94259,1992,4,13,21.82,7.14
33.40641,-111.94259,1992,4,14,21.06,6.56
33.40641,-111.94259,1992,4,15,20.04,6.17
33.40641,-111.94259,1992,4,16,20.11,5.72
33.40641,-111.94259,1992,4,17,21.88,6.21
33.40641,-111.94259,1992,4,18,20.88,7.43
33.40641,-111.94259,1992,4,19,17.22,7.64
33.40641,-111.94259,1992,4,20,18.61,8.43
33.40641,-111.94259,1992,4,21,20.05,8.01
33.40641,-111.94259,1992,4,22,19.99,7.3
33.40641,-111.94259,1992,4,23,22.41,7.99
33.40641,-111.94259,1992,4,24,24.36,7.79
33.40641,-111.94259,1992,4,25,25.04,7.56
33.40641,-111.94259,1992,4,26,25.9,8.33
33.40641,-111.94259,1992,4,27,27.58,8.14
33.40641,-111.94259,1992,4,28,28.15,8.35
33.40641,-111.94259,1992,4,29,27.39,8.24
33.40641,-111.94259,1992,4,30,26.56,6.11
33.40641,-111.94259,1992,5,1,26.61,6.92
33.40641,-111.94259,1992,5,2,27.23,6.69
33.40641,-111.94259,1992,5,3,25.95,6.5
33.40641,-111.94259,1992,5,4,25.08,6.61
33.40641,-111.94259,1992,5,5,24.87,3.48
33.40641,-111.94259,1992,5,6,23.85,6.85
33.40641,-111.94259,1992,5,7,23.67,7.05
33.40641,-111.94259,1992,5,8,23.81,5.67
33.40641,-111.94259,1992,5,9,19.86,3.73
33.40641,-111.94259,1992,5,10,23.38,7.14
33.40641,-111.94259,1992,5,11,24.78,7.64
33.40641,-111.94259,1992,5,12,25.68,8.66
33.40641,-111.94259,1992,5,13,27.22,8.63
33.40641,-111.94259,1992,5,14,26.74,8.45
33.40641,-111.94259,1992,5,15,26.62,8.7
33.40641,-111.94259,1992,5,16,26.79,8.2
33.40641,-111.94259,1992,5,17,26.76,7.5
33.40641,-111.94259,1992,5,18,28.37,7.23
33.40641,-111.94259,1992,5,19,26.49,5.18
33.40641,-111.94259,1992,5,20,25.25,3.36
33.40641,-111.94259,1992,5,21,20.92,2.73
33.40641,-111.94259,1992,5,22,20.95,6.96
33.40641,-111.94259,1992,5,23,22.46,4.59
33.40641,-111.94259,1992,5,24,22.13,7.38
33.40641,-111.94259,1992,5,25,22.89,7.3
33.40641,-111.94259,1992,5,26,24.96,7.32
33.40641,-111.94259,1992,5,27,26.04,6.04
33.40641,-111.94259,1992,5,28,26.13,7.17
33.40641,-111.94259,1992,5,29,25.82,6.54
33.40641,-111.94259,1992,5,30,25.9,6.24
33.40641,-111.94259,1992,5,31,26.92,6.82
33.40641,-111.94259,1992,6,1,28.61,6.54
33.40641,-111.94259,1992,6,2,29.5,8.17
33.40641,-111.94259,1992,6,3,30.35,7.79
33.40641,-111.94259,1992,6,4,29.73,8.53
33.40641,-111.94259,1992,6,5,29.1,7.86
33.40641,-111.94259,1992,6,6,27.01,8.17
33.40641,-111.94259,1992,6,7,24.76,2.71
33.40641,-111.94259,1992,6,8,25.93,8.08
33.40641,-111.94259,1992,6,9,27.99,8.06
33.40641,-111.94259,1992,6,10,27.99,8.22
33.40641,-111.94259,1992,6,11,27.75,8.7
33.40641,-111.94259,1992,6,12,27.51,9.14
33.40641,-111.94259,1992,6,13,26.5,8.99
33.40641,-111.94259,1992,6,14,25.2,9.06
33.40641,-111.94259,1992,6,15,24.82,8.24
33.40641,-111.94259,1992,6,16,24.42,8.24
33.40641,-111.94259,1992,6,17,27.13,6.99
33.40641,-111.94259,1992,6,18,29.29,7.21
33.40641,-111.94259,1992,6,19,30.12,8.36
33.40641,-111.94259,1992,6,20,30.43,7.6
33.40641,-111.94259,1992,6,21,32.69,6.71
33.40641,-111.94259,1992,6,22,32.7,6.2
33.40641,-111.94259,1992,6,23,33.03,6.37
33.40641,-111.94259,1992,6,24,34.4,7.07
33.40641,-111.94259,1992,6,25,33.11,7.3
33.40641,-111.94259,1992,6,26,31.24,8.22
33.40641,-111.94259,1992,6,27,31.8,7.95
33.40641,-111.94259,1992,6,28,32.43,8.25
33.40641,-111.94259,1992,6,29,32.45,8.14
33.40641,-111.94259,1992,6,30,30.43,7.6
33.40641,-111.94259,1992,7,1,26.85,7.76
33.40641,-111.94259,1992,7,2,28.84,8.18
33.40641,-111.94259,1992,7,3,30.17,7.7
33.40641,-111.94259,1992,7,4,33.22,7.77
33.40641,-111.94259,1992,7,5,35.05,8.21
33.40641,-111.94259,1992,7,6,34.26,8.03
33.40641,-111.94259,1992,7,7,30.61,6.98
33.40641,-111.94259,1992,7,8,31.67,5.19
33.40641,-111.94259,1992,7,9,30.85,7.07
33.40641,-111.94259,1992,7,10,28.95,6.88
33.40641,-111.94259,1992,7,11,26.04,2.54
33.40641,-111.94259,1992,7,12,27.72,7.83
33.40641,-111.94259,1992,7,13,29.21,7.39
33.40641,-111.94259,1992,7,14,30.97,6.77
33.40641,-111.94259,1992,7,15,31.08,7.01
33.40641,-111.94259,1992,7,16,32.79,8.04
33.40641,-111.94259,1992,7,17,34.18,7.71
33.40641,-111.94259,1992,7,18,34.55,7.91
33.40641,-111.94259,1992,7,19,34.01,7.37
33.40641,-111.94259,1992,7,20,33.83,7.73
33.40641,-111.94259,1992,7,21,33.78,7.74
33.40641,-111.94259,1992,7,22,32.83,6.71
33.40641,-111.94259,1992,7,23,31.5,5.63
33.40641,-111.94259,1992,7,24,26.45,3.52
33.40641,-111.94259,1992,7,25,27.28,6.69
33.40641,-111.94259,1992,7,26,31.49,6.73
33.40641,-111.94259,1992,7,27,33.31,6.45
33.40641,-111.94259,1992,7,28,32.02,7.33
33.40641,-111.94259,1992,7,29,31.06,7.29
33.40641,-111.94259,1992,7,30,29.23,5.65
33.40641,-111.94259,1992,7,31,30.35,5.65
33.40641,-111.94259,1992,8,1,31.74,7.63
33.40641,-111.94259,1992,8,2,32.17,7.63
33.40641,-111.94259,1992,8,3,30.82,7.17
33.40641,-111.94259,1992,8,4,27.22,7.59
33.40641,-111.94259,1992,8,5,27.35,6.18
33.40641,-111.94259,1992,8,6,29.44,6.37
33.40641,-111.94259,1992,8,7,30.39,7.35
33.40641,-111.94259,1992,8,8,31.24,6.5
33.40641,-111.94259,1992,8,9,32.42,6.49
33.40641,-111.94259,1992,8,10,33.29,7.48
33.40641,-111.94259,1992,8,11,33.51,6.69
33.40641,-111.94259,1992,8,12,32.46,6.54
33.40641,-111.94259,1992,8,13,33.34,6.62
33.40641,-111.94259,1992,8,14,33.18,6.92
33.40641,-111.94259,1992,8,15,33.72,6.3
33.40641,-111.94259,1992,8,16,35.19,6.61
33.40641,-111.94259,1992,8,17,35.67,5.7
33.40641,-111.94259,1992,8,18,34.72,6.21
33.40641,-111.94259,1992,8,19,33.1,6.59
33.40641,-111.94259,1992,8,20,33.65,6.37
33.40641,-111.94259,1992,8,21,29.76,5.2
33.40641,-111.94259,1992,8,22,26.52,3.65
33.40641,-111.94259,1992,8,23,22.98,1.78
33.40641,-111.94259,1992,8,24,25.21,6.14
33.40641,-111.94259,1992,8,25,27.88,6.8
33.40641,-111.94259,1992,8,26,28.53,6.53
33.40641,-111.94259,1992,8,27,29.66,6.85
33.40641,-111.94259,1992,8,28,30.73,6.7
33.40641,-111.94259,1992,8,29,27.23,4.81
33.40641,-111.94259,1992,8,30,28.04,6.14
33.40641,-111.94259,1992,8,31,27.6,6.26
33.40641,-111.94259,1992,9,1,26.36,6.86
33.40641,-111.94259,1992,9,2,27.41,5.67
33.40641,-111.94259,1992,9,3,28.97,6.31
33.40641,-111.94259,1992,9,4,27.06,6.9
33.40641,-111.94259,1992,9,5,26.92,5.9
33.40641,-111.94259,1992,9,6,27.54,7.15
33.40641,-111.94259,1992,9,7,28.88,7.27
33.40641,-111.94259,1992,9,8,28.93,7.24
33.40641,-111.94259,1992,9,9,29.49,7.35
33.40641,-111.94259,1992,9,10,29.41,6.95
33.40641,-111.94259,1992,9,11,29.91,6.76
33.40641,-111.94259,1992,9,12,30.67,6.85
33.40641,-111.94259,1992,9,13,29.88,4.97
33.40641,-111.94259,1992,9,14,29.66,6.15
33.40641,-111.94259,1992,9,15,29.74,5.47
33.40641,-111.94259,1992,9,16,30.59,6.27
33.40641,-111.94259,1992,9,17,31.44,6.27
33.40641,-111.94259,1992,9,18,28.98,4.63
33.40641,-111.94259,1992,9,19,28.04,4.49
33.40641,-111.94259,1992,9,20,27.88,4.79
33.40641,-111.94259,1992,9,21,29.02,5.85
33.40641,-111.94259,1992,9,22,29.66,6.44
33.40641,-111.94259,1992,9,23,28.64,6.38
33.40641,-111.94259,1992,9,24,28.6,6.14
33.40641,-111.94259,1992,9,25,28.75,6.19
33.40641,-111.94259,1992,9,26,29.23,6.25
33.40641,-111.94259,1992,9,27,29.19,5.99
33.40641,-111.94259,1992,9,28,29.99,5.71
33.40641,-111.94259,1992,9,29,28.57,5.91
33.40641,-111.94259,1992,9,30,26.5,5.94
33.40641,-111.94259,1992,10,1,26.55,6.28
33.40641,-111.94259,1992,10,2,27.28,6.29
33.40641,-111.94259,1992,10,3,26.66,5.42
33.40641,-111.94259,1992,10,4,25.93,5.6
33.40641,-111.94259,1992,10,5,25.88,5.63
33.40641,-111.94259,1992,10,6,25.43,5.94
33.40641,-111.94259,1992,10,7,22.85,5.77
33.40641,-111.94259,1992,10,8,21.47,5.34
33.40641,-111.94259,1992,10,9,23.23,5.75
33.40641,-111.94259,1992,10,10,24,5.67
33.40641,-111.94259,1992,10,11,24.55,5.6
33.40641,-111.94259,1992,10,12,26.28,5.69
33.40641,-111.94259,1992,10,13,25.96,4.52
33.40641,-111.94259,1992,10,14,24.01,5.29
33.40641,-111.94259,1992,10,15,23.55,5.37
33.40641,-111.94259,1992,10,16,23.78,5.14
33.40641,-111.94259,1992,10,17,23.63,5.25
33.40641,-111.94259,1992,10,18,24.68,4.94
33.40641,-111.94259,1992,10,19,24.49,4.17
33.40641,-111.94259,1992,10,20,24.37,4.34
33.40641,-111.94259,1992,10,21,22.54,4.08
33.40641,-111.94259,1992,10,22,23.34,4.07
33.40641,-111.94259,1992,10,23,24.92,4
33.40641,-111.94259,1992,10,24,24.39,2.22
33.40641,-111.94259,1992,10,25,21.09,4.51
33.40641,-111.94259,1992,10,26,21.15,4.58
33.40641,-111.94259,1992,10,27,22.34,2.4
33.40641,-111.94259,1992,10,28,20.83,3.11
33.40641,-111.94259,1992,10,29,18.2,3.28
33.40641,-111.94259,1992,10,30,18.28,3.71
33.40641,-111.94259,1992,10,31,17.72,3.59
33.40641,-111.94259,1992,11,1,15.83,4.81
33.40641,-111.94259,1992,11,2,17.06,4.51
33.40641,-111.94259,1992,11,3,14.57,4.62
33.40641,-111.94259,1992,11,4,12,4.42
33.40641,-111.94259,1992,11,5,11.95,4.35
33.40641,-111.94259,1992,11,6,13.03,4.34
33.40641,-111.94259,1992,11,7,14.52,4.49
33.40641,-111.94259,1992,11,8,16.13,4.53
33.40641,-111.94259,1992,11,9,15.17,2.62
33.40641,-111.94259,1992,11,10,14.06,1.31
33.40641,-111.94259,1992,11,11,10.41,4.2
33.40641,-111.94259,1992,11,12,11.57,4.43
33.40641,-111.94259,1992,11,13,14.22,4.39
33.40641,-111.94259,1992,11,14,16.12,4.41
33.40641,-111.94259,1992,11,15,17.57,4.16
33.40641,-111.94259,1992,11,16,17.51,3.3
33.40641,-111.94259,1992,11,17,16.45,3.98
33.40641,-111.94259,1992,11,18,14.49,3.68
33.40641,-111.94259,1992,11,19,13.88,3.79
33.40641,-111.94259,1992,11,20,11.55,3.31
33.40641,-111.94259,1992,11,21,8.99,3.74
33.40641,-111.94259,1992,11,22,11.59,3.25
33.40641,-111.94259,1992,11,23,9.89,3.31
33.40641,-111.94259,1992,11,24,7.19,3.93
33.40641,-111.94259,1992,11,25,6.39,3.7
33.40641,-111.94259,1992,11,26,6.93,3.99
33.40641,-111.94259,1992,11,27,8.51,3.75
33.40641,-111.94259,1992,11,28,9.1,3.87
33.40641,-111.94259,1992,11,29,9.46,3.04
33.40641,-111.94259,1992,11,30,11.49,3.52
33.40641,-111.94259,1992,12,1,10.06,3.91
33.40641,-111.94259,1992,12,2,12.07,2.79
33.40641,-111.94259,1992,12,3,12.61,2.38
33.40641,-111.94259,1992,12,4,13.3,0.46
33.40641,-111.94259,1992,12,5,9.96,1.83
33.40641,-111.94259,1992,12,6,8.02,3.2
33.40641,-111.94259,1992,12,7,9.51,3.14
33.40641,-111.94259,1992,12,8,7.8,1.22
33.40641,-111.94259,1992,12,9,6.91,3.09
33.40641,-111.94259,1992,12,10,9.69,3.5
33.40641,-111.94259,1992,12,11,10.57,3.46
33.40641,-111.94259,1992,12,12,7.67,1.97
33.40641,-111.94259,1992,12,13,5.22,2.38
33.40641,-111.94259,1992,12,14,5.7,3.24
33.40641,-111.94259,1992,12,15,5.4,2.95
33.40641,-111.94259,1992,12,16,4.22,3.57
33.40641,-111.94259,1992,12,17,4.71,2.36
33.40641,-111.94259,1992,12,18,6.25,1.54
33.40641,-111.94259,1992,12,19,5.5,2.94
33.40641,-111.94259,1992,12,20,4.74,2.63
33.40641,-111.94259,1992,12,21,7.32,3.42
33.40641,-111.94259,1992,12,22,8.71,3.45
33.40641,-111.94259,1992,12,23,8.29,3.72
33.40641,-111.94259,1992,12,24,10.46,2.66
33.40641,-111.94259,1992,12,25,11.07,3.3
33.40641,-111.94259,1992,12,26,10.95,3.21
33.40641,-111.94259,1992,12,27,11.6,2.17
33.40641,-111.94259,1992,12,28,13.2,0.77
33.40641,-111.94259,1992,12,29,13.1,1.05
33.40641,-111.94259,1992,12,30,11.5,2.28
33.40641,-111.94259,1992,12,31,11.98,3.62
33.40641,-111.94259,1993,1,1,13.87,2.83
33.40641,-111.94259,1993,1,2,11.17,2.63
33.40641,-111.94259,1993,1,3,8.44,2.96
33.40641,-111.94259,1993,1,4,5.83,3.36
33.40641,-111.94259,1993,1,5,10.39,2.28
33.40641,-111.94259,1993,1,6,11.14,0.83
33.40641,-111.94259,1993,1,7,13.58,0.78
33.40641,-111.94259,1993,1,8,12.83,2.35
33.40641,-111.94259,1993,1,9,9.68,1.99
33.40641,-111.94259,1993,1,10,10.22,0.78
33.40641,-111.94259,1993,1,11,9.83,2.59
33.40641,-111.94259,1993,1,12,8.26,3.25
33.40641,-111.94259,1993,1,13,10.52,2.08
33.40641,-111.94259,1993,1,14,11.41,1.31
33.40641,-111.94259,1993,1,15,11.37,2.45
33.40641,-111.94259,1993,1,16,12.62,1.97
33.40641,-111.94259,1993,1,17,13.11,1.7
33.40641,-111.94259,1993,1,18,11.58,1.42
33.40641,-111.94259,1993,1,19,9.24,2.6
33.40641,-111.94259,1993,1,20,8.74,3.9
33.40641,-111.94259,1993,1,21,10.01,4.11
33.40641,-111.94259,1993,1,22,12.18,3.88
33.40641,-111.94259,1993,1,23,10.06,4.36
33.40641,-111.94259,1993,1,24,8.69,4.28
33.40641,-111.94259,1993,1,25,8.97,4.42
33.40641,-111.94259,1993,1,26,10.02,3.69
33.40641,-111.94259,1993,1,27,12.05,3.19
33.40641,-111.94259,1993,1,28,12.17,4.27
33.40641,-111.94259,1993,1,29,12,3.54
33.40641,-111.94259,1993,1,30,11.51,2.32
33.40641,-111.94259,1993,1,31,11.2,3
33.40641,-111.94259,1993,2,1,9.7,4.55
33.40641,-111.94259,1993,2,2,9.12,4.63
33.40641,-111.94259,1993,2,3,9.9,4.19
33.40641,-111.94259,1993,2,4,11.53,4.32
33.40641,-111.94259,1993,2,5,11.99,3.96
33.40641,-111.94259,1993,2,6,11.89,4.81
33.40641,-111.94259,1993,2,7,13.34,3.17
33.40641,-111.94259,1993,2,8,13.27,0.49
33.40641,-111.94259,1993,2,9,11.16,2.33
33.40641,-111.94259,1993,2,10,9.18,3.17
33.40641,-111.94259,1993,2,11,9.64,4.37
33.40641,-111.94259,1993,2,12,10.71,4.4
33.40641,-111.94259,1993,2,13,11.15,3.56
33.40641,-111.94259,1993,2,14,9.54,1.17
33.40641,-111.94259,1993,2,15,8.99,2.1
33.40641,-111.94259,1993,2,16,9.61,3.77
33.40641,-111.94259,1993,2,17,11.9,5.16
33.40641,-111.94259,1993,2,18,11.86,1.32
33.40641,-111.94259,1993,2,19,14.31,1.27
33.40641,-111.94259,1993,2,20,11.43,3.51
33.40641,-111.94259,1993,2,21,8.97,3.75
33.40641,-111.94259,1993,2,22,9.9,5.26
33.40641,-111.94259,1993,2,23,11.25,4.9
33.40641,-111.94259,1993,2,24,9.9,2.08
33.40641,-111.94259,1993,2,25,8.87,3.81
33.40641,-111.94259,1993,2,26,11.29,5.45
33.40641,-111.94259,1993,2,27,10.9,5
33.40641,-111.94259,1993,2,28,8.1,1.94
33.40641,-111.94259,1993,3,1,8.15,1.99
33.40641,-111.94259,1993,3,2,9.23,5.64
33.40641,-111.94259,1993,3,3,11.03,6.06
33.40641,-111.94259,1993,3,4,12.45,5.79
33.40641,-111.94259,1993,3,5,11.66,6.1
33.40641,-111.94259,1993,3,6,13.54,5.96
33.40641,-111.94259,1993,3,7,15.15,6.19
33.40641,-111.94259,1993,3,8,16.75,6.38
33.40641,-111.94259,1993,3,9,17.19,5.65
33.40641,-111.94259,1993,3,10,17.3,5.64
33.40641,-111.94259,1993,3,11,15.82,5.81
33.40641,-111.94259,1993,3,12,13.61,6.34
33.40641,-111.94259,1993,3,13,13.21,6.05
33.40641,-111.94259,1993,3,14,14.35,2.34
33.40641,-111.94259,1993,3,15,15.56,5.63
33.40641,-111.94259,1993,3,16,17.54,6.31
33.40641,-111.94259,1993,3,17,18.93,4.77
33.40641,-111.94259,1993,3,18,16.65,5.66
33.40641,-111.94259,1993,3,19,17.06,6.82
33.40641,-111.94259,1993,3,20,17.49,4.45
33.40641,-111.94259,1993,3,21,19.28,5.71
33.40641,-111.94259,1993,3,22,19.23,6.94
33.40641,-111.94259,1993,3,23,19.55,6.09
33.40641,-111.94259,1993,3,24,19.17,6.19
33.40641,-111.94259,1993,3,25,18.19,6.03
33.40641,-111.94259,1993,3,26,13.12,2.09
33.40641,-111.94259,1993,3,27,11.18,2.45
33.40641,-111.94259,1993,3,28,12.44,5.31
33.40641,-111.94259,1993,3,29,10.98,3.5
33.40641,-111.94259,1993,3,30,14.22,7.35
33.40641,-111.94259,1993,3,31,16.8,6.83
33.40641,-111.94259,1993,4,1,18.12,6.09
33.40641,-111.94259,1993,4,2,17.5,7.07
33.40641,-111.94259,1993,4,3,16.2,7.28
33.40641,-111.94259,1993,4,4,18.58,7.42
33.40641,-111.94259,1993,4,5,17.83,4.99
33.40641,-111.94259,1993,4,6,13.9,6.27
33.40641,-111.94259,1993,4,7,13.82,7.28
33.40641,-111.94259,1993,4,8,15.67,7.77
33.40641,-111.94259,1993,4,9,18.75,7.84
33.40641,-111.94259,1993,4,10,19.37,7.69
33.40641,-111.94259,1993,4,11,19.63,7.4
33.40641,-111.94259,1993,4,12,17.08,4.41
33.40641,-111.94259,1993,4,13,15.36,5.71
33.40641,-111.94259,1993,4,14,14.98,7.69
33.40641,-111.94259,1993,4,15,16.91,7.29
33.40641,-111.94259,1993,4,16,20.09,6.74
33.40641,-111.94259,1993,4,17,20.95,8.01
33.40641,-111.94259,1993,4,18,19.44,8.1
33.40641,-111.94259,1993,4,19,18.79,8.14
33.40641,-111.94259,1993,4,20,20.26,8.27
33.40641,-111.94259,1993,4,21,23.1,7.94
33.40641,-111.94259,1993,4,22,23.04,6.71
33.40641,-111.94259,1993,4,23,19.79,8.31
33.40641,-111.94259,1993,4,24,18.66,8.08
33.40641,-111.94259,1993,4,25,20.94,8.19
33.40641,-111.94259,1993,4,26,22.92,8.15
33.40641,-111.94259,1993,4,27,22.78,6.89
33.40641,-111.94259,1993,4,28,24.58,7.37
33.40641,-111.94259,1993,4,29,24.09,8.03
33.40641,-111.94259,1993,4,30,23.62,8.51
33.40641,-111.94259,1993,5,1,21.89,8.41
33.40641,-111.94259,1993,5,2,22.56,7.96
33.40641,-111.94259,1993,5,3,22.71,6.98
33.40641,-111.94259,1993,5,4,21.08,7.76
33.40641,-111.94259,1993,5,5,18.91,7.82
33.40641,-111.94259,1993,5,6,20.92,7.65
33.40641,-111.94259,1993,5,7,21.23,8.17
33.40641,-111.94259,1993,5,8,21.75,8.45
33.40641,-111.94259,1993,5,9,21.19,8.5
33.40641,-111.94259,1993,5,10,24.56,8.31
33.40641,-111.94259,1993,5,11,26.5,8.14
33.40641,-111.94259,1993,5,12,23.6,6.59
33.40641,-111.94259,1993,5,13,25.69,8.07
33.40641,-111.94259,1993,5,14,27.45,7.41
33.40641,-111.94259,1993,5,15,26.4,7.01
33.40641,-111.94259,1993,5,16,24.34,7.82
33.40641,-111.94259,1993,5,17,24.8,7.26
33.40641,-111.94259,1993,5,18,26.41,7.94
33.40641,-111.94259,1993,5,19,27.53,8.15
33.40641,-111.94259,1993,5,20,26.92,8.69
33.40641,-111.94259,1993,5,21,26.05,8.43
33.40641,-111.94259,1993,5,22,25.85,8.55
33.40641,-111.94259,1993,5,23,25.55,7.98
33.40641,-111.94259,1993,5,24,26.09,8.49
33.40641,-111.94259,1993,5,25,27.78,7.95
33.40641,-111.94259,1993,5,26,29.42,7.61
33.40641,-111.94259,1993,5,27,27.66,8.59
33.40641,-111.94259,1993,5,28,25.22,7.7
33.40641,-111.94259,1993,5,29,25.17,8.17
33.40641,-111.94259,1993,5,30,28.39,8.62
33.40641,-111.94259,1993,5,31,27.84,8.86
33.40641,-111.94259,1993,6,1,26.72,8.19
33.40641,-111.94259,1993,6,2,25.44,8.46
33.40641,-111.94259,1993,6,3,24.91,7.8
33.40641,-111.94259,1993,6,4,24.68,7.45
33.40641,-111.94259,1993,6,5,23.15,7.97
33.40641,-111.94259,1993,6,6,19.7,4.85
33.40641,-111.94259,1993,6,7,20.94,8.65
33.40641,-111.94259,1993,6,8,23.66,8.07
33.40641,-111.94259,1993,6,9,26.91,8.39
33.40641,-111.94259,1993,6,10,28.89,8.53
33.40641,-111.94259,1993,6,11,29.29,8.39
33.40641,-111.94259,1993,6,12,29.87,8.66
33.40641,-111.94259,1993,6,13,30.89,8.08
33.40641,-111.94259,1993,6,14,32.5,7.81
33.40641,-111.94259,1993,6,15,32.53,6.75
33.40641,-111.94259,1993,6,16,32.34,8.39
33.40641,-111.94259,1993,6,17,29.58,8.97
33.40641,-111.94259,1993,6,18,28.76,8.36
33.40641,-111.94259,1993,6,19,31.45,7.94
33.40641,-111.94259,1993,6,20,32.73,7.51
33.40641,-111.94259,1993,6,21,31.96,7.79
33.40641,-111.94259,1993,6,22,30.91,8.69
33.40641,-111.94259,1993,6,23,31.26,8.35
33.40641,-111.94259,1993,6,24,31.99,8.38
33.40641,-111.94259,1993,6,25,33.06,8.22
33.40641,-111.94259,1993,6,26,34.86,7.75
33.40641,-111.94259,1993,6,27,35.42,7.73
33.40641,-111.94259,1993,6,28,34.95,6.66
33.40641,-111.94259,1993,6,29,33.88,7.83
33.40641,-111.94259,1993,6,30,34.43,8.14
33.40641,-111.94259,1993,7,1,34.35,8.41
33.40641,-111.94259,1993,7,2,33.61,8.18
