LAT,LON,YEAR,MO,DY,T2M_RANGE,ALLSKY_SFC_SW_DWN
33.42011,-112.04149,2003,2,4,14.56,3.96
33.42011,-112.04149,2003,2,5,14.35,4.17
33.42011,-112.04149,2003,2,6,15.76,4.38
33.42011,-112.04149,2003,2,7,14.85,4.17
33.42011,-112.04149,2003,2,8,10.76,3.96
33.42011,-112.04149,2003,2,9,13.93,4.33
33.42011,-112.04149,2003,2,10,16.27,3.37
33.42011,-112.04149,2003,2,11,13.27,2.48
33.42011,-112.04149,2003,2,12,7.27,1.04
33.42011,-112.04149,2003,2,13,5.76,1.67
33.42011,-112.04149,2003,2,14,7.83,3.23
33.42011,-112.04149,2003,2,15,12.62,4.74
33.42011,-112.04149,2003,2,16,14.37,3.96
33.42011,-112.04149,2003,2,17,13.65,3.49
33.42011,-112.04149,2003,2,18,8.29,3.14
33.42011,-112.04149,2003,2,19,15.54,4.18
33.42011,-112.04149,2003,2,20,9.86,3.76
33.42011,-112.04149,2003,2,21,17.77,4.88
33.42011,-112.04149,2003,2,22,16.41,5.08
33.42011,-112.04149,2003,2,23,16.61,3.92
33.42011,-112.04149,2003,2,24,10.42,3.6
33.42011,-112.04149,2003,2,25,8.8,1.65
33.42011,-112.04149,2003,2,26,7.89,3.32
33.42011,-112.04149,2003,2,27,9.21,3.35
33.42011,-112.04149,2003,2,28,9.57,3.46
33.42011,-112.04149,2003,3,1,10.84,3.13
33.42011,-112.04149,2003,3,2,11.74,4.84
33.42011,-112.04149,2003,3,3,14.27,3.55
33.42011,-112.04149,2003,3,4,13.25,4.44
33.42011,-112.04149,2003,3,5,9.69,4.6
33.42011,-112.04149,2003,3,6,15.29,5.36
33.42011,-112.04149,2003,3,7,18.74,5.05
33.42011,-112.04149,2003,3,8,17.52,5.78
33.42011,-112.04149,2003,3,9,20.38,5.57
33.42011,-112.04149,2003,3,10,19.62,5.96
33.42011,-112.04149,2003,3,11,17.96,5.65
33.42011,-112.04149,2003,3,12,16.16,5.62
33.42011,-112.04149,2003,3,13,18.49,4.87
33.42011,-112.04149,2003,3,14,11.42,5.23
33.42011,-112.04149,2003,3,15,13.44,2.58
33.42011,-112.04149,2003,3,16,8.52,2.95
33.42011,-112.04149,2003,3,17,8.32,3.41
33.42011,-112.04149,2003,3,18,14.83,6.1
33.42011,-112.04149,2003,3,19,15.27,5.68
33.42011,-112.04149,2003,3,20,16.08,5.82
33.42011,-112.04149,2003,3,21,16.28,6.34
33.42011,-112.04149,2003,3,22,18.63,6.66
33.42011,-112.04149,2003,3,23,19.28,6.83
33.42011,-112.04149,2003,3,24,16.49,6.52
33.42011,-112.04149,2003,3,25,16.48,6.97
33.42011,-112.04149,2003,3,26,18.73,6.89
33.42011,-112.04149,2003,3,27,15.92,6.17
33.42011,-112.04149,2003,3,28,15.23,7.1
33.42011,-112.04149,2003,3,29,15.59,7.26
33.42011,-112.04149,2003,3,30,21.2,7.31
33.42011,-112.04149,2003,3,31,23.23,7.22
33.42011,-112.04149,2003,4,1,21.18,6.88
33.42011,-112.04149,2003,4,2,13.58,6.29
33.42011,-112.04149,2003,4,3,13.15,6.88
33.42011,-112.04149,2003,4,4,15.96,7.15
33.42011,-112.04149,2003,4,5,13.23,6.84
33.42011,-112.04149,2003,4,6,16.66,7.16
33.42011,-112.04149,2003,4,7,18.09,7.25
33.42011,-112.04149,2003,4,8,22.57,7.52
33.42011,-112.04149,2003,4,9,19.47,6.51
33.42011,-112.04149,2003,4,10,20.15,6.61
33.42011,-112.04149,2003,4,11,19.99,7.44
33.42011,-112.04149,2003,4,12,14.84,5.82
33.42011,-112.04149,2003,4,13,15.8,6.66
33.42011,-112.04149,2003,4,14,12.04,5.52
33.42011,-112.04149,2003,4,15,12.12,7.08
33.42011,-112.04149,2003,4,16,19.15,7.83
33.42011,-112.04149,2003,4,17,14.78,7.17
33.42011,-112.04149,2003,4,18,14.6,6.52
33.42011,-112.04149,2003,4,19,14.97,7.18
33.42011,-112.04149,2003,4,20,20.01,7.23
33.42011,-112.04149,2003,4,21,14.96,6.81
33.42011,-112.04149,2003,4,22,10.91,7.36
33.42011,-112.04149,2003,4,23,16.6,7.55
33.42011,-112.04149,2003,4,24,16.7,8.19
33.42011,-112.04149,2003,4,25,17.46,8.11
33.42011,-112.04149,2003,4,26,17.58,7.83
33.42011,-112.04149,2003,4,27,18.88,7.73
33.42011,-112.04149,2003,4,28,19.29,6.9
33.42011,-112.04149,2003,4,29,15.6,8.16
33.42011,-112.04149,2003,4,30,17.66,8.04
33.42011,-112.04149,2003,5,1,17.72,6.74
33.42011,-112.04149,2003,5,2,18.46,6.64
33.42011,-112.04149,2003,5,3,14.95,5.79
33.42011,-112.04149,2003,5,4,15.53,6.98
33.42011,-112.04149,2003,5,5,16.59,6.91
33.42011,-112.04149,2003,5,6,16.23,6.97
33.42011,-112.04149,2003,5,7,15.22,7.56
33.42011,-112.04149,2003,5,8,15.89,7.41
33.42011,-112.04149,2003,5,9,14.47,8.55
33.42011,-112.04149,2003,5,10,18.01,8.16
33.42011,-112.04149,2003,5,11,22.14,8.36
33.42011,-112.04149,2003,5,12,19.7,7.81
33.42011,-112.04149,2003,5,13,15.95,5.91
33.42011,-112.04149,2003,5,14,13.51,3.67
33.42011,-112.04149,2003,5,15,19.09,7
33.42011,-112.04149,2003,5,16,19.71,6.97
33.42011,-112.04149,2003,5,17,19.96,6.92
33.42011,-112.04149,2003,5,18,15.93,7.42
33.42011,-112.04149,2003,5,19,17.94,7.3
33.42011,-112.04149,2003,5,20,16.31,6.93
33.42011,-112.04149,2003,5,21,16.93,7.53
33.42011,-112.04149,2003,5,22,16.65,7.72
33.42011,-112.04149,2003,5,23,15.98,7.07
33.42011,-112.04149,2003,5,24,18.89,7.88
33.42011,-112.04149,2003,5,25,19.57,7.48
33.42011,-112.04149,2003,5,26,18.69,7.66
33.42011,-112.04149,2003,5,27,20.83,8.15
33.42011,-112.04149,2003,5,28,16.45,7.42
33.42011,-112.04149,2003,5,29,15.81,8.32
33.42011,-112.04149,2003,5,30,14.99,7.82
33.42011,-112.04149,2003,5,31,15.09,7.1
33.42011,-112.04149,2003,6,1,18.41,8.32
33.42011,-112.04149,2003,6,2,19.75,8.57
33.42011,-112.04149,2003,6,3,18.16,8.34
33.42011,-112.04149,2003,6,4,19.3,8.37
33.42011,-112.04149,2003,6,5,18.46,8.06
33.42011,-112.04149,2003,6,6,18.28,8.13
33.42011,-112.04149,2003,6,7,18.62,8.31
33.42011,-112.04149,2003,6,8,18,8.44
33.42011,-112.04149,2003,6,9,15.71,8.13
33.42011,-112.04149,2003,6,10,16.24,8.71
33.42011,-112.04149,2003,6,11,17.84,8.01
33.42011,-112.04149,2003,6,12,16.67,8.01
33.42011,-112.04149,2003,6,13,18.1,8.56
33.42011,-112.04149,2003,6,14,18.39,8.71
33.42011,-112.04149,2003,6,15,19.56,8.65
33.42011,-112.04149,2003,6,16,19.6,8.54
33.42011,-112.04149,2003,6,17,19.13,8.83
33.42011,-112.04149,2003,6,18,19.01,8.46
33.42011,-112.04149,2003,6,19,18.18,8.29
33.42011,-112.04149,2003,6,20,15.98,8.05
33.42011,-112.04149,2003,6,21,18.21,7.47
33.42011,-112.04149,2003,6,22,18.28,7.47
33.42011,-112.04149,2003,6,23,17,8.03
33.42011,-112.04149,2003,6,24,17.31,7.49
33.42011,-112.04149,2003,6,25,18.64,8.41
33.42011,-112.04149,2003,6,26,19.89,8.2
33.42011,-112.04149,2003,6,27,18.79,7.47
33.42011,-112.04149,2003,6,28,18.38,7.7
33.42011,-112.04149,2003,6,29,17.73,7.33
33.42011,-112.04149,2003,6,30,18.12,6.67
33.42011,-112.04149,2003,7,1,17.96,7
33.42011,-112.04149,2003,7,2,17.26,8.53
33.42011,-112.04149,2003,7,3,17.78,7.7
33.42011,-112.04149,2003,7,4,18.98,7.69
33.42011,-112.04149,2003,7,5,18.59,7.84
33.42011,-112.04149,2003,7,6,17.95,7.54
33.42011,-112.04149,2003,7,7,18.26,7.84
33.42011,-112.04149,2003,7,8,18.38,7.32
33.42011,-112.04149,2003,7,9,20.07,6.77
33.42011,-112.04149,2003,7,10,18.79,7.7
33.42011,-112.04149,2003,7,11,16.66,7.57
33.42011,-112.04149,2003,7,12,14.94,7.52
33.42011,-112.04149,2003,7,13,16.81,7.17
33.42011,-112.04149,2003,7,14,17,6.61
33.42011,-112.04149,2003,7,15,17.06,6.26
33.42011,-112.04149,2003,7,16,17.35,6.69
33.42011,-112.04149,2003,7,17,11.02,6.1
33.42011,-112.04149,2003,7,18,9.92,6.13
33.42011,-112.04149,2003,7,19,12.96,7.16
33.42011,-112.04149,2003,7,20,16.01,6.6
33.42011,-112.04149,2003,7,21,14.36,6.96
33.42011,-112.04149,2003,7,22,14.6,6.63
33.42011,-112.04149,2003,7,23,15.8,6.97
33.42011,-112.04149,2003,7,24,13.23,4.57
33.42011,-112.04149,2003,7,25,11.96,7.02
33.42011,-112.04149,2003,7,26,11.73,6.36
33.42011,-112.04149,2003,7,27,10.33,6.61
33.42011,-112.04149,2003,7,28,11.01,2.47
33.42011,-112.04149,2003,7,29,8.44,7.09
33.42011,-112.04149,2003,7,30,10.48,7.31
33.42011,-112.04149,2003,7,31,9.4,5.74
33.42011,-112.04149,2003,8,1,7.47,4.84
33.42011,-112.04149,2003,8,2,13.42,7.26
33.42011,-112.04149,2003,8,3,16.28,7.21
33.42011,-112.04149,2003,8,4,16.19,7.35
33.42011,-112.04149,2003,8,5,16.44,7.72
33.42011,-112.04149,2003,8,6,14.13,6.08
33.42011,-112.04149,2003,8,7,15.1,7.29
33.42011,-112.04149,2003,8,8,14.76,5.62
33.42011,-112.04149,2003,8,9,15.42,6.98
33.42011,-112.04149,2003,8,10,17.1,7
33.42011,-112.04149,2003,8,11,12.33,6.82
33.42011,-112.04149,2003,8,12,15.42,4.59
33.42011,-112.04149,2003,8,13,13.47,7.04
33.42011,-112.04149,2003,8,14,6.45,3.97
33.42011,-112.04149,2003,8,15,10.53,7.13
33.42011,-112.04149,2003,8,16,13.47,6.63
33.42011,-112.04149,2003,8,17,14.5,6.8
33.42011,-112.04149,2003,8,18,14.62,5.77
33.42011,-112.04149,2003,8,19,4.85,3.22
33.42011,-112.04149,2003,8,20,11.89,5.95
33.42011,-112.04149,2003,8,21,13.45,6.11
33.42011,-112.04149,2003,8,22,11.54,5.56
33.42011,-112.04149,2003,8,23,11.83,4.81
33.42011,-112.04149,2003,8,24,11.91,5.1
33.42011,-112.04149,2003,8,25,13.21,5.85
33.42011,-112.04149,2003,8,26,8.53,4.16
33.42011,-112.04149,2003,8,27,8.32,2.77
33.42011,-112.04149,2003,8,28,11.36,6.72
33.42011,-112.04149,2003,8,29,12.94,5.7
33.42011,-112.04149,2003,8,30,13.68,5.52
33.42011,-112.04149,2003,8,31,14.37,5.24
33.42011,-112.04149,2003,9,1,8.08,5.65
33.42011,-112.04149,2003,9,2,13.94,6.3
33.42011,-112.04149,2003,9,3,16.85,6.51
33.42011,-112.04149,2003,9,4,13.12,6.18
33.42011,-112.04149,2003,9,5,12.97,6.05
33.42011,-112.04149,2003,9,6,11.76,5.86
33.42011,-112.04149,2003,9,7,12.15,5.1
33.42011,-112.04149,2003,9,8,12.94,5.26
33.42011,-112.04149,2003,9,9,9.43,4.88
33.42011,-112.04149,2003,9,10,11.92,5.53
33.42011,-112.04149,2003,9,11,15.61,6.57
33.42011,-112.04149,2003,9,12,17.9,6.73
33.42011,-112.04149,2003,9,13,17.87,6.81
33.42011,-112.04149,2003,9,14,18.06,6.61
33.42011,-112.04149,2003,9,15,16.15,6.57
33.42011,-112.04149,2003,9,16,15.39,5.69
33.42011,-112.04149,2003,9,17,15.31,5.64
33.42011,-112.04149,2003,9,18,17.65,5.83
33.42011,-112.04149,2003,9,19,18.93,5.43
33.42011,-112.04149,2003,9,20,18.03,5.26
33.42011,-112.04149,2003,9,21,20.25,5.09
33.42011,-112.04149,2003,9,22,21.16,5.07
33.42011,-112.04149,2003,9,23,9.76,4
33.42011,-112.04149,2003,9,24,7.8,1.96
33.42011,-112.04149,2003,9,25,13.3,5.51
33.42011,-112.04149,2003,9,26,14.37,5.11
33.42011,-112.04149,2003,9,27,16.82,5.56
33.42011,-112.04149,2003,9,28,16.57,4.94
33.42011,-112.04149,2003,9,29,16.85,4.98
33.42011,-112.04149,2003,9,30,16.02,4.65
33.42011,-112.04149,2003,10,1,15.95,5.88
33.42011,-112.04149,2003,10,2,11.62,3.89
33.42011,-112.04149,2003,10,3,12.66,5.97
33.42011,-112.04149,2003,10,4,16.39,5.99
33.42011,-112.04149,2003,10,5,16.16,5.13
33.42011,-112.04149,2003,10,6,14.34,4.23
33.42011,-112.04149,2003,10,7,8.92,4.82
33.42011,-112.04149,2003,10,8,14.49,5.4
33.42011,-112.04149,2003,10,9,13.58,5.13
33.42011,-112.04149,2003,10,10,5.94,3.85
33.42011,-112.04149,2003,10,11,12.99,5.26
33.42011,-112.04149,2003,10,12,15.1,4.79
33.42011,-112.04149,2003,10,13,13.94,4.82
33.42011,-112.04149,2003,10,14,17.18,5
33.42011,-112.04149,2003,10,15,13.77,4.57
33.42011,-112.04149,2003,10,16,13.73,4.44
33.42011,-112.04149,2003,10,17,18.23,4.66
33.42011,-112.04149,2003,10,18,19.14,4.83
33.42011,-112.04149,2003,10,19,18.86,4.91
33.42011,-112.04149,2003,10,20,19.48,4.78
33.42011,-112.04149,2003,10,21,20.01,4.71
33.42011,-112.04149,2003,10,22,19.54,4.61
33.42011,-112.04149,2003,10,23,19.33,4.77
33.42011,-112.04149,2003,10,24,17.18,4.16
33.42011,-112.04149,2003,10,25,17.09,4.5
33.42011,-112.04149,2003,10,26,13.65,4.34
33.42011,-112.04149,2003,10,27,18.91,4.12
33.42011,-112.04149,2003,10,28,17.45,4.12
33.42011,-112.04149,2003,10,29,17.38,3.5
33.42011,-112.04149,2003,10,30,12.31,3.92
33.42011,-112.04149,2003,10,31,10.84,3.33
33.42011,-112.04149,2003,11,1,8.34,2.87
33.42011,-112.04149,2003,11,2,11.97,3.59
33.42011,-112.04149,2003,11,3,9.03,4.2
33.42011,-112.04149,2003,11,4,13.11,4
33.42011,-112.04149,2003,11,5,13.96,4.19
33.42011,-112.04149,2003,11,6,15.55,3.5
33.42011,-112.04149,2003,11,7,9.59,2.5
33.42011,-112.04149,2003,11,8,15.08,3.79
33.42011,-112.04149,2003,11,9,17.63,3.25
33.42011,-112.04149,2003,11,10,16.05,2.29
33.42011,-112.04149,2003,11,11,10.67,1.24
33.42011,-112.04149,2003,11,12,7.64,0.5
33.42011,-112.04149,2003,11,13,9.26,3.79
33.42011,-112.04149,2003,11,14,12.46,4.29
33.42011,-112.04149,2003,11,15,13.05,3.87
33.42011,-112.04149,2003,11,16,9.82,2.29
33.42011,-112.04149,2003,11,17,12.18,3.44
33.42011,-112.04149,2003,11,18,15.25,3.82
33.42011,-112.04149,2003,11,19,19.72,3.75
33.42011,-112.04149,2003,11,20,16.51,3.54
33.42011,-112.04149,2003,11,21,16.03,3.2
33.42011,-112.04149,2003,11,22,12.93,3.64
33.42011,-112.04149,2003,11,23,15.22,3.81
33.42011,-112.04149,2003,11,24,18.54,3.2
33.42011,-112.04149,2003,11,25,12.47,3.54
33.42011,-112.04149,2003,11,26,13.19,3.6
33.42011,-112.04149,2003,11,27,15.12,3.65
33.42011,-112.04149,2003,11,28,16.42,2.71
33.42011,-112.04149,2003,11,29,16.29,3.15
33.42011,-112.04149,2003,11,30,16.07,3.51
33.42011,-112.04149,2003,12,1,18.47,3.2
33.42011,-112.04149,2003,12,2,13.89,3.53
33.42011,-112.04149,2003,12,3,16.14,3.36
33.42011,-112.04149,2003,12,4,18.13,3.39
33.42011,-112.04149,2003,12,5,17.52,2.96
33.42011,-112.04149,2003,12,6,14,2.97
33.42011,-112.04149,2003,12,7,12.61,2.42
33.42011,-112.04149,2003,12,8,12.4,3.12
33.42011,-112.04149,2003,12,9,13.96,3.26
33.42011,-112.04149,2003,12,10,15.35,3.27
33.42011,-112.04149,2003,12,11,11.42,2.56
33.42011,-112.04149,2003,12,12,9.51,3.4
33.42011,-112.04149,2003,12,13,13.26,2.73
33.42011,-112.04149,2003,12,14,15.98,3.3
33.42011,-112.04149,2003,12,15,14.94,3.28
33.42011,-112.04149,2003,12,16,16.25,3.24
33.42011,-112.04149,2003,12,17,18.02,3.39
33.42011,-112.04149,2003,12,18,19.06,3.23
33.42011,-112.04149,2003,12,19,18.04,2.99
33.42011,-112.04149,2003,12,20,15,2.69
33.42011,-112.04149,2003,12,21,12.65,3.49
33.42011,-112.04149,2003,12,22,14.2,3.2
33.42011,-112.04149,2003,12,23,11.79,2.32
33.42011,-112.04149,2003,12,24,11.22,3.4
33.42011,-112.04149,2003,12,25,11.64,2.13
33.42011,-112.04149,2003,12,26,10.79,3.51
33.42011,-112.04149,2003,12,27,13.23,3.56
33.42011,-112.04149,2003,12,28,13.72,3.68
33.42011,-112.04149,2003,12,29,17.2,2.19
33.42011,-112.04149,2003,12,30,9.98,2.12
33.42011,-112.04149,2003,12,31,12.21,3.55
33.42011,-112.04149,2004,1,1,12.05,2.17
33.42011,-112.04149,2004,1,2,11.56,2.6
33.42011,-112.04149,2004,1,3,12.74,2.48
33.42011,-112.04149,2004,1,4,12.05,3.12
33.42011,-112.04149,2004,1,5,14.77,2.75
33.42011,-112.04149,2004,1,6,18.71,2.85
33.42011,-112.04149,2004,1,7,12.37,2.3
33.42011,-112.04149,2004,1,8,16.37,3.6
33.42011,-112.04149,2004,1,9,19.11,3.62
33.42011,-112.04149,2004,1,10,17.29,3.19
33.42011,-112.04149,2004,1,11,13.51,2.98
33.42011,-112.04149,2004,1,12,14.12,3.37
33.42011,-112.04149,2004,1,13,15.45,3.02
33.42011,-112.04149,2004,1,14,11.15,1.78
33.42011,-112.04149,2004,1,15,11.55,3.16
33.42011,-112.04149,2004,1,16,13.11,3.95
33.42011,-112.04149,2004,1,17,14.07,3.97
33.42011,-112.04149,2004,1,18,16,3.97
33.42011,-112.04149,2004,1,19,13.96,2.44
33.42011,-112.04149,2004,1,20,11.63,3.66
33.42011,-112.04149,2004,1,21,11.53,2.9
33.42011,-112.04149,2004,1,22,10.29,1.83
33.42011,-112.04149,2004,1,23,11.42,3.35
33.42011,-112.04149,2004,1,24,8.64,2.89
33.42011,-112.04149,2004,1,25,9.63,3.92
33.42011,-112.04149,2004,1,26,14.56,4.19
33.42011,-112.04149,2004,1,27,16.29,3.96
33.42011,-112.04149,2004,1,28,11.61,1.66
33.42011,-112.04149,2004,1,29,15.3,4.23
33.42011,-112.04149,2004,1,30,15.99,4.38
33.42011,-112.04149,2004,1,31,10.88,3.28
33.42011,-112.04149,2004,2,1,13.96,4.69
33.42011,-112.04149,2004,2,2,17.69,4.19
33.42011,-112.04149,2004,2,3,8.94,3.57
33.42011,-112.04149,2004,2,4,12.56,4.7
33.42011,-112.04149,2004,2,5,14.25,4.48
33.42011,-112.04149,2004,2,6,15.33,4.72
33.42011,-112.04149,2004,2,7,18.67,4.92
33.42011,-112.04149,2004,2,8,14.79,4.97
33.42011,-112.04149,2004,2,9,16.88,4.91
33.42011,-112.04149,2004,2,10,14.8,4.88
33.42011,-112.04149,2004,2,11,16.27,4.47
33.42011,-112.04149,2004,2,12,14.68,4.79
33.42011,-112.04149,2004,2,13,16.87,5.01
33.42011,-112.04149,2004,2,14,18.12,4.27
33.42011,-112.04149,2004,2,15,18.63,4.68
33.42011,-112.04149,2004,2,16,19.09,4.11
33.42011,-112.04149,2004,2,17,19.99,3.84
33.42011,-112.04149,2004,2,18,17.45,2.84
33.42011,-112.04149,2004,2,19,12.05,3.99
33.42011,-112.04149,2004,2,20,10.54,1.9
33.42011,-112.04149,2004,2,21,11.51,2.98
33.42011,-112.04149,2004,2,22,11.25,2.48
33.42011,-112.04149,2004,2,23,5.68,2.22
33.42011,-112.04149,2004,2,24,11.54,3.62
33.42011,-112.04149,2004,2,25,14.58,5.49
33.42011,-112.04149,2004,2,26,18.03,3.19
33.42011,-112.04149,2004,2,27,11.13,2.32
33.42011,-112.04149,2004,2,28,12.49,4.29
33.42011,-112.04149,2004,2,29,14.44,5.26
33.42011,-112.04149,2004,3,1,12.75,3.61
33.42011,-112.04149,2004,3,2,10.77,1.94
33.42011,-112.04149,2004,3,3,10.9,4.94
33.42011,-112.04149,2004,3,4,7.31,4.17
33.42011,-112.04149,2004,3,5,11.69,5.19
33.42011,-112.04149,2004,3,6,17.37,5.3
33.42011,-112.04149,2004,3,7,22.62,5.5
33.42011,-112.04149,2004,3,8,20.16,5.79
33.42011,-112.04149,2004,3,9,21.26,5.5
33.42011,-112.04149,2004,3,10,19.22,5.35
33.42011,-112.04149,2004,3,11,15.89,5.09
33.42011,-112.04149,2004,3,12,12.02,5.71
33.42011,-112.04149,2004,3,13,13.38,5.92
33.42011,-112.04149,2004,3,14,17.99,5.82
33.42011,-112.04149,2004,3,15,17.59,5.89
33.42011,-112.04149,2004,3,16,19.26,6.2
33.42011,-112.04149,2004,3,17,18.45,6.19
33.42011,-112.04149,2004,3,18,19.93,6.15
33.42011,-112.04149,2004,3,19,18.18,5.86
33.42011,-112.04149,2004,3,20,19.36,6.08
33.42011,-112.04149,2004,3,21,16.66,5.37
33.42011,-112.04149,2004,3,22,15.37,5.72
33.42011,-112.04149,2004,3,23,12.57,4.28
33.42011,-112.04149,2004,3,24,18.05,5.45
33.42011,-112.04149,2004,3,25,16.41,6.11
33.42011,-112.04149,2004,3,26,15.11,6.11
33.42011,-112.04149,2004,3,27,16.77,6.01
33.42011,-112.04149,2004,3,28,19.59,7.32
33.42011,-112.04149,2004,3,29,21.84,6.83
33.42011,-112.04149,2004,3,30,19.32,6.35
33.42011,-112.04149,2004,3,31,17.72,5.93
33.42011,-112.04149,2004,4,1,12.38,5.6
33.42011,-112.04149,2004,4,2,5.65,2.34
33.42011,-112.04149,2004,4,3,7.82,3.91
33.42011,-112.04149,2004,4,4,8.75,6.07
33.42011,-112.04149,2004,4,5,14.82,6.45
33.42011,-112.04149,2004,4,6,15.45,6.74
33.42011,-112.04149,2004,4,7,15.05,5.93
33.42011,-112.04149,2004,4,8,16.09,5.94
33.42011,-112.04149,2004,4,9,13.9,5.55
33.42011,-112.04149,2004,4,10,17.1,6.68
33.42011,-112.04149,2004,4,11,15.73,7.31
33.42011,-112.04149,2004,4,12,18.79,6.68
33.42011,-112.04149,2004,4,13,20.25,7.04
33.42011,-112.04149,2004,4,14,18.88,6.84
33.42011,-112.04149,2004,4,15,20.96,6.98
33.42011,-112.04149,2004,4,16,19.92,6.83
33.42011,-112.04149,2004,4,17,14.77,6.9
33.42011,-112.04149,2004,4,18,16.59,7.47
33.42011,-112.04149,2004,4,19,15.26,6.8
33.42011,-112.04149,2004,4,20,17.42,7.09
33.42011,-112.04149,2004,4,21,17.61,7.66
33.42011,-112.04149,2004,4,22,14.95,7.51
33.42011,-112.04149,2004,4,23,17.31,7.68
33.42011,-112.04149,2004,4,24,17.84,8.12
33.42011,-112.04149,2004,4,25,20.24,7.74
33.42011,-112.04149,2004,4,26,20.29,7.27
33.42011,-112.04149,2004,4,27,16.68,7.05
33.42011,-112.04149,2004,4,28,17.54,7.93
33.42011,-112.04149,2004,4,29,13.67,6.65
33.42011,-112.04149,2004,4,30,16.59,6.65
33.42011,-112.04149,2004,5,1,19.58,7.2
33.42011,-112.04149,2004,5,2,20.34,7.14
33.42011,-112.04149,2004,5,3,21.01,7.14
33.42011,-112.04149,2004,5,4,20.63,7.23
33.42011,-112.04149,2004,5,5,19.46,7.23
33.42011,-112.04149,2004,5,6,17.92,7.7
33.42011,-112.04149,2004,5,7,18.41,6.83
33.42011,-112.04149,2004,5,8,15.24,8.28
33.42011,-112.04149,2004,5,9,17.51,8.33
33.42011,-112.04149,2004,5,10,18.05,8.5
33.42011,-112.04149,2004,5,11,15.79,8.49
33.42011,-112.04149,2004,5,12,15.35,7.93
33.42011,-112.04149,2004,5,13,18.93,8.04
33.42011,-112.04149,2004,5,14,19.68,7.13
33.42011,-112.04149,2004,5,15,18.76,8.13
33.42011,-112.04149,2004,5,16,21.76,7.23
33.42011,-112.04149,2004,5,17,19.04,7.69
33.42011,-112.04149,2004,5,18,18.19,8.58
33.42011,-112.04149,2004,5,19,18.05,8
33.42011,-112.04149,2004,5,20,16.3,8.42
33.42011,-112.04149,2004,5,21,15.64,8.01
33.42011,-112.04149,2004,5,22,16.41,8.77
33.42011,-112.04149,2004,5,23,18.57,8.33
33.42011,-112.04149,2004,5,24,18.14,8.32
33.42011,-112.04149,2004,5,25,14.66,8.19
33.42011,-112.04149,2004,5,26,17.3,8.43
33.42011,-112.04149,2004,5,27,18.97,8.85
33.42011,-112.04149,2004,5,28,17.87,8.41
33.42011,-112.04149,2004,5,29,14.61,7.84
33.42011,-112.04149,2004,5,30,18.68,8.72
33.42011,-112.04149,2004,5,31,21.78,8.76
33.42011,-112.04149,2004,6,1,19.74,8.65
33.42011,-112.04149,2004,6,2,18.94,8.57
33.42011,-112.04149,2004,6,3,19.34,8.69
33.42011,-112.04149,2004,6,4,20.28,8.48
33.42011,-112.04149,2004,6,5,18.49,8.56
33.42011,-112.04149,2004,6,6,19.05,8.67
33.42011,-112.04149,2004,6,7,19.01,8.34
33.42011,-112.04149,2004,6,8,17.6,8.38
33.42011,-112.04149,2004,6,9,14.27,8.08
33.42011,-112.04149,2004,6,10,17.35,8.72
33.42011,-112.04149,2004,6,11,17.55,8.83
33.42011,-112.04149,2004,6,12,18.27,7.35
33.42011,-112.04149,2004,6,13,18.05,8.69
33.42011,-112.04149,2004,6,14,18.94,8.7
33.42011,-112.04149,2004,6,15,18.87,8.47
33.42011,-112.04149,2004,6,16,17.52,7.75
33.42011,-112.04149,2004,6,17,17.89,8.08
33.42011,-112.04149,2004,6,18,18.93,8.48
33.42011,-112.04149,2004,6,19,18.48,8.46
33.42011,-112.04149,2004,6,20,19.49,8.67
33.42011,-112.04149,2004,6,21,19.04,8.73
33.42011,-112.04149,2004,6,22,17.74,8.48
33.42011,-112.04149,2004,6,23,15.25,8.19
33.42011,-112.04149,2004,6,24,15.7,7.53
33.42011,-112.04149,2004,6,25,17.53,7.92
33.42011,-112.04149,2004,6,26,17.17,8.18
33.42011,-112.04149,2004,6,27,16.32,6.93
33.42011,-112.04149,2004,6,28,17.04,8.26
33.42011,-112.04149,2004,6,29,16.89,8.81
33.42011,-112.04149,2004,6,30,17.89,8.43
33.42011,-112.04149,2004,7,1,19.65,8.69
33.42011,-112.04149,2004,7,2,18.66,8.46
33.42011,-112.04149,2004,7,3,18.95,8.47
33.42011,-112.04149,2004,7,4,18.41,8.55
33.42011,-112.04149,2004,7,5,20.11,8.28
33.42011,-112.04149,2004,7,6,17.78,8.29
33.42011,-112.04149,2004,7,7,15.56,6.73
33.42011,-112.04149,2004,7,8,16.99,8.27
33.42011,-112.04149,2004,7,9,11.94,5.93
33.42011,-112.04149,2004,7,10,15.79,7.75
33.42011,-112.04149,2004,7,11,15.39,7.88
33.42011,-112.04149,2004,7,12,16,6.59
33.42011,-112.04149,2004,7,13,12.62,7.04
33.42011,-112.04149,2004,7,14,10.79,5.07
33.42011,-112.04149,2004,7,15,9.39,7.74
33.42011,-112.04149,2004,7,16,13.38,6.2
33.42011,-112.04149,2004,7,17,13.98,6.52
33.42011,-112.04149,2004,7,18,13.96,7.4
33.42011,-112.04149,2004,7,19,15.13,7.83
33.42011,-112.04149,2004,7,20,15.36,7.79
33.42011,-112.04149,2004,7,21,14.61,7.86
33.42011,-112.04149,2004,7,22,14.71,7.23
33.42011,-112.04149,2004,7,23,11.98,6.01
33.42011,-112.04149,2004,7,24,12.92,7.55
